fuel_type,kms_run,sale_price,city,body_type,transmission,variant,registered_city,registered_state,rto,make,model,total_owners,car_rating,fitness_certificate,warranty_avail,age
diesel,87609,556899,chennai,hatchback,manual,zdi,chengalpattu,tamil nadu,tn19,maruti,swift,1,great,True,False,5
diesel,90495,536599,chennai,sedan,automatic,fluidic 1.6 crdi sx opt at,chennai,tamil nadu,tn20,hyundai,verna,1,great,True,False,9
diesel,114818,254799,chennai,hatchback,manual,magna o 1.4 crdi,chennai,tamil nadu,tn09,hyundai,i20,3,great,True,False,10
petrol,76733,567699,chennai,hatchback,manual,asta 1.2,chennai,tamil nadu,tn09,hyundai,elite i20,1,great,True,False,6
petrol,86119,478499,chennai,hatchback,manual,vxi,chennai,tamil nadu,tn14,maruti,swift,2,great,True,False,6
diesel,94162,698599,chennai,sedan,manual,fluidic 1.6 sx crdi opt,chennai,tamil nadu,tn20,hyundai,verna,1,great,True,False,5
diesel,95891,438799,chennai,hatchback,manual,zdi,chennai,tamil nadu,tn18,maruti,ritz,1,good,True,False,6
petrol,79721,483399,chennai,hatchback,manual,highline1.2l petrol,chennai,tamil nadu,tn12,volkswagen,polo,1,great,True,False,6
diesel,67509,1191293,chennai,luxury suv,automatic,2.0 tdi,chennai,tamil nadu,tn06,audi,q3,2,great,True,False,7
petrol,82553,411699,chennai,sedan,manual,s 1.2 opt,chennai,tamil nadu,tn10,hyundai,xcent,1,great,True,False,7
petrol,58696,537299,chennai,hatchback,manual,lxi,chengalpattu,tamil nadu,tn19,maruti,swift,1,great,True,False,3
diesel,109519,1248762,chennai,luxury sedan,automatic,525d,chennai,tamil nadu,tn18,bmw,5 series,1,great,True,False,9
diesel,78579,662799,chennai,hatchback,manual,alpha ddis 190,chennai,tamil nadu,tn11,maruti,baleno,1,great,True,False,4
petrol,121488,347599,chennai,sedan,manual,s mt petrol,chennai,tamil nadu,tn22,honda,city,1,great,True,False,12
diesel,95428,462999,chennai,sedan,manual,ldi bs iv,sholinganallur,tamil nadu,tn14,maruti,swift dzire,1,great,True,False,8
diesel,135725,469199,chennai,suv,manual,1.5titanium tdci,trichy,tamil nadu,tn48,ford,ecosport,1,great,True,False,8
diesel,123397,239599,chennai,hatchback,manual,1.4 titanium duratorq,chennai,tamil nadu,tn07,ford,figo,1,good,True,False,10
petrol,113477,446399,chennai,sedan,manual,v mt petrol,chennai,tamil nadu,tn22,honda,city,1,great,True,False,9
diesel,77407,885099,chennai,suv,automatic,1.6 crdi sx plus auto,chennai,tamil nadu,tn09,hyundai,creta,2,great,True,False,5
petrol,148169,368699,chennai,hatchback,manual,magna 1.1 irde2,chennai,tamil nadu,tn09,hyundai,i10,1,great,True,False,7
petrol,87729,521799,chennai,sedan,manual,zxi 1.2 bs iv,chennai,tamil nadu,tn10,maruti,swift dzire,1,great,True,False,6
diesel,106819,442699,chennai,sedan,manual,1.5 exmt i dtec,chennai,tamil nadu,tn07,honda,amaze,1,great,True,False,7
diesel,124949,656399,chennai,suv,manual,2.5 g4 8 str,chennai,tamil nadu,tn09,toyota,innova,3,great,True,False,10
diesel,117501,284399,chennai,hatchback,manual,emotion pack 1.3 90 hp,madurai,tamil nadu,tn58,fiat,grand punto,1,great,True,False,8
petrol,106311,563599,chennai,sedan,manual,v mt petrol,chennai,tamil nadu,tn14,honda,city,1,great,True,False,6
petrol,105555,464499,chennai,sedan,manual,vxi 1.2 bs iv,chennai,tamil nadu,tn04,maruti,swift dzire,2,great,True,False,8
petrol,97104,411499,chennai,sedan,missing,1.5 e mt petrol,chennai,tamil nadu,tn02,honda,city,2,good,True,False,11
diesel,127636,490199,chennai,hatchback,manual,asta 1.4 crdi,chennai south,tamil nadu,tn07,hyundai,elite i20,1,great,True,False,6
diesel,75227,712199,chennai,suv,manual,1.5 trend tdci,chennai,tamil nadu,tn25,ford,ecosport,1,great,True,False,3
petrol,98754,338899,chennai,hatchback,manual,sportz 1.2 kappa2,chennai,tamil nadu,tn02,hyundai,i10,1,good,True,False,10
diesel,98291,1151196,chennai,suv,manual,2.5 gx 8 str bs iv,chennai west,tamil nadu,tn09,toyota,innova,1,great,True,False,6
diesel,103204,513699,chennai,hatchback,manual,1.5 sv i dtec,chennai,tamil nadu,tn02,honda,jazz,1,great,True,False,5
diesel,221916,953699,chennai,suv,manual,2.5 vx 7 str bs iv,chennai,tamil nadu,tn09,toyota,innova,1,great,True,False,8
diesel,170685,363599,chennai,hatchback,manual,highline1.5l diesel,madurantakam,tamil nadu,tn14,volkswagen,polo,2,great,True,False,7
diesel,94127,607499,chennai,hatchback,manual,asta 1.4 crdi,chennai,tamil nadu,tn13,hyundai,elite i20,1,great,True,False,7
petrol,114075,356299,chennai,hatchback,manual,vxi,tirupattur,tamil nadu,tn83,maruti,wagon r 1.0,1,great,True,False,7
diesel,113857,559499,chennai,suv,manual,rxl plus diesel 85,chennai,tamil nadu,tn11,renault,duster,2,great,True,False,7
diesel,119674,490599,chennai,sedan,manual,vdi bs iv,chennai,tamil nadu,tn05,maruti,swift dzire,1,great,True,False,8
petrol,138629,348799,chennai,hatchback,manual,magna 1.2 kappa2,chennai,tamil nadu,tn07,hyundai,i10,1,great,True,False,9
petrol,170829,250799,chennai,hatchback,manual,gl plus,chennai,tamil nadu,tn11,hyundai,santro xing,1,good,True,False,10
diesel,123713,937899,chennai,suv,missing,1.6 sx crdi,tiruvananamalai,tamil nadu,tn20,hyundai,creta,2,great,True,False,4
diesel,146889,525099,chennai,hatchback,manual,vdi abs,chennai,tamil nadu,tn13,maruti,swift,1,great,True,False,5
diesel,123683,1096757,chennai,suv,manual,2.5 gx 7 str bs iv,chennai,tamil nadu,tn02,toyota,innova,1,great,True,False,7
diesel,115703,353499,chennai,hatchback,manual,sportz 1.4 crdi,chennai,tamil nadu,tn10,hyundai,i20,2,great,True,False,8
petrol,182203,614099,chennai,suv,manual,1.6 base,chennai,tamil nadu,tn12,hyundai,creta,1,great,True,False,5
diesel,323286,704599,chennai,suv,manual,2.5 v 7str,chengalpattu,tamil nadu,tn19,toyota,innova,1,great,True,False,11
petrol,148572,408799,chennai,sedan,manual,s mt petrol,chennai,tamil nadu,tn02,honda,city,1,great,True,False,10
diesel,42128,917299,chennai,luxury sedan,manual,a180 cdi style,chennai,tamil nadu,tn07,mercedes benz,a class,3,great,True,False,7
diesel,212781,757099,chennai,suv,manual,h8 abs airbag bs iv,chennai,tamil nadu,tn06,mahindra,xylo,1,great,True,False,4
diesel,151297,424399,chennai,suv,manual,1.5 titaniumtdci opt,chennai,tamil nadu,tn06,ford,ecosport,1,great,True,False,7
diesel,199017,413499,chennai,sedan,manual,zdi,chennai,tamil nadu,tn10,maruti,swift dzire,1,great,True,False,8
petrol,234911,392999,chennai,sedan,manual,s 1.2,chennai,tamil nadu,tn50,hyundai,xcent,1,great,True,False,6
petrol,95412,228299,chennai,hatchback,manual,vxi,chennai,tamil nadu,tn02,maruti,alto k10,1,great,True,False,6
petrol,13058,779299,chennai,hatchback,missing,1.2 vx at,chennai,tamil nadu,tn10,honda,jazz,1,great,True,False,2
petrol,19025,486199,chennai,hatchback,manual,v,chennai,tamil nadu,tn09,toyota,etios liva,1,great,True,False,5
petrol,26704,310199,chennai,hatchback,manual,xe revotron,chennai,tamil nadu,tn02,tata,bolt,1,great,True,False,5
petrol,26489,251299,chennai,hatchback,manual,lxi,chennai,tamil nadu,tn12,maruti,alto 800,1,great,True,False,8
petrol,9924,287499,chennai,hatchback,manual,lxi,chennai,tamil nadu,tn06,maruti,alto,1,good,True,False,10
petrol,3604,520499,chennai,hatchback,missing,1.0 climber opt amt,chennai,tamil nadu,tn11,renault,kwid,1,great,True,False,1
petrol,32553,280599,chennai,hatchback,manual,magna 1.2,chennai,tamil nadu,tn10,hyundai,i10,1,good,True,False,11
petrol,21672,536799,chennai,hatchback,manual,sportz 1.2 kappa vtvt,chennai,tamil nadu,tn09,hyundai,grand i10,2,great,True,False,3
petrol,4687,307399,chennai,missing,missing,8 str,chennai,tamil nadu,tn05,maruti,omni e,1,great,True,False,4
petrol,16640,502699,chennai,hatchback,automatic,vxi plus amt,chennai,tamil nadu,tn12,maruti,wagon r 1.0,1,great,True,False,3
petrol,57897,340999,chennai,hatchback,manual,highline1.2l petrol,chennai,tamil nadu,tn02,volkswagen,polo,1,great,True,False,10
petrol,36992,542999,chennai,hatchback,manual,vxi opt,chennai,tamil nadu,tn09,maruti,swift,1,great,True,False,5
petrol,20852,319199,chennai,hatchback,manual,rxt,chennai,tamil nadu,tn01,renault,kwid,1,great,True,False,6
petrol,40124,214399,chennai,hatchback,manual,lxi,chennai,tamil nadu,tn75,maruti,alto,2,great,True,False,9
petrol,29878,264999,chennai,hatchback,manual,vxi,chennai,tamil nadu,tn10,maruti,alto 800,1,great,True,False,7
petrol,4924,474599,chennai,missing,missing,1.0 lxi (o),chennai,tamil nadu,tn20,maruti,new  wagon-r,1,great,True,False,2
petrol,14867,358699,chennai,missing,missing,8 str,chennai,tamil nadu,tn11,maruti,omni e,1,great,True,False,4
petrol,38927,317199,chennai,hatchback,manual,1.2 s mt i vtec,chennai,tamil nadu,tn06,honda,brio,2,great,True,False,8
petrol,22373,314799,chennai,hatchback,manual,magna plus,chennai,tamil nadu,tn11,hyundai,eon,1,great,True,False,7
petrol,23713,423599,chennai,hatchback,missing,1.2 fire,chennai,tamil nadu,tn10,fiat,punto pure ,1,great,True,False,5
petrol,40146,197799,chennai,hatchback,manual,lxi,chennai,tamil nadu,tn05,maruti,alto,1,great,True,False,10
petrol,31894,381799,chennai,hatchback,automatic,sportz at 1.2 kappa vtvt,chennai,tamil nadu,tn07,hyundai,grand i10,1,great,True,False,8
petrol,35971,131099,chennai,hatchback,manual,xt twist,chennai,tamil nadu,tn09,tata,nano,1,good,True,False,7
petrol,6840,486699,chennai,suv,manual,5 str with ac plushtr,chennai,tamil nadu,tn01,maruti,eeco,1,great,True,False,2
petrol,30276,549999,chennai,hatchback,manual,zxi,chennai,tamil nadu,tn20,maruti,swift,1,great,True,False,4
petrol,26280,422499,chennai,hatchback,manual,magna 1.1 irde2,chennai west,tamil nadu,tn09,hyundai,i10,1,great,True,False,5
petrol,30672,388099,chennai,hatchback,manual,zxi,chennai,tamil nadu,tn22,maruti,celerio,1,great,True,False,5
petrol,16288,312199,chennai,hatchback,manual,vxi,chennai,tamil nadu,tn05,maruti,alto k10,2,good,True,False,8
petrol,6145,441999,chennai,suv,manual,5 str with ac plushtr,chennai,tamil nadu,tn22,maruti,eeco,1,great,True,False,3
petrol,40583,250699,chennai,hatchback,manual,magna 1.2,chennai,tamil nadu,tn22,hyundai,i10,2,great,True,False,12
petrol,24663,393999,chennai,hatchback,manual,vxi,chennai,tamil nadu,tn02,maruti,wagon r 1.0,1,great,True,False,7
petrol,22390,270699,chennai,hatchback,manual,gl plus,chennai,tamil nadu,tn10,hyundai,santro xing,1,good,True,False,10
petrol,29906,391699,chennai,suv,missing,5 str with ac plus htr,chennai,tamil nadu,tn85,maruti,eeco,1,great,True,False,5
petrol,22321,315899,chennai,hatchback,manual,lxi,chennai,tamil nadu,tn02,maruti,alto 800,1,great,True,False,6
petrol,13660,399899,chennai,hatchback,automatic,vxi (o) amt,chennai west,tamil nadu,tn09,maruti,alto k10,1,great,True,False,5
petrol,19487,390199,chennai,hatchback,automatic,vxi amt,chennai,tamil nadu,tn14,maruti,alto k10,1,great,True,False,5
petrol,33697,452999,chennai,hatchback,manual,sportz 1.2 vtvt,chennai,tamil nadu,tn06,hyundai,i20,2,great,True,False,7
petrol,20078,266499,chennai,hatchback,manual,t (o),chennai,tamil nadu,tn02,datsun,redi go,1,great,True,False,4
petrol,27553,387099,chennai,hatchback,manual,magna 1.2 kappa2,chennai,tamil nadu,tn04,hyundai,i10,1,good,True,False,8
petrol,51049,408099,chennai,hatchback,manual,vxi,chennai,tamil nadu,tn10,maruti,swift,1,great,True,False,8
petrol,9545,748999,chennai,suv,manual,zxi plus,chennai,tamil nadu,tn03,maruti,ertiga,2,great,True,False,4
petrol,50383,415399,chennai,hatchback,manual,vxi,chennai,tamil nadu,tn06,maruti,swift,2,great,True,False,8
petrol,15813,535899,chennai,hatchback,manual,delta 1.2 k12,chennai,tamil nadu,tn10,maruti,ignis,1,great,True,False,3
petrol,21415,276599,chennai,hatchback,manual,lxi,chennai,tamil nadu,tn12,maruti,alto 800,1,great,True,False,7
petrol,40102,313799,chennai,hatchback,manual,magna plus,chennai,tamil nadu,tn10,hyundai,eon,1,great,True,False,6
petrol,3600,466599,chennai,hatchback,manual,vxi,chennai,tamil nadu,tn13,maruti,swift,1,great,True,False,7
diesel,62313,374199,chennai,hatchback,manual,vdi,chennai,tamil nadu,tn09,maruti,swift,2,great,True,False,10
petrol,42818,250899,chennai,hatchback,manual,vxi,chennai,tamil nadu,tn07,maruti,alto 800,2,great,True,False,8
diesel,52020,433599,chennai,sedan,manual,ldi bs iv,chennai,tamil nadu,tn14,maruti,swift dzire,1,great,True,False,8
petrol,7291,643599,chennai,hatchback,manual,sportz 1.2,chennai,tamil nadu,tn09,hyundai,elite i20,1,great,True,False,3
petrol,24687,601599,chennai,hatchback,manual,asta 1.2,chennai,tamil nadu,tn10,hyundai,elite i20,1,great,True,False,6
petrol,42714,404499,chennai,hatchback,manual,xt revotron,chennai,tamil nadu,tn18,tata,bolt,3,great,True,False,7
petrol,3057,352799,chennai,hatchback,manual,lxi,chennai,tamil nadu,tn13,maruti,alto 800,1,great,True,False,3
petrol,23374,642299,chennai,suv,manual,1.5 titanium ti vct,chennai,tamil nadu,tn10,ford,ecosport,2,great,True,False,5
petrol,43482,426799,chennai,sedan,manual,fluidic 1.6 sx vtvt,chennai south,tamil nadu,tn04,hyundai,verna,2,great,True,False,10
petrol,30005,604399,chennai,suv,automatic,1.5 titanium ti vct at,chennai,tamil nadu,tn07,ford,ecosport,2,great,True,False,6
petrol,61714,302299,chennai,hatchback,manual,lxi,chennai west,tamil nadu,tn09,maruti,ritz,1,great,True,False,10
petrol,54304,272699,chennai,hatchback,manual,gls,chennai,tamil nadu,tn01,hyundai,santro xing,2,good,True,False,11
petrol,21823,589999,chennai,hatchback,manual,comfortline 1.0 petrol,chennai,tamil nadu,tn13,volkswagen,polo,1,great,True,False,3
petrol,39268,481899,chennai,hatchback,manual,comfortline 1.2l petrol,chennai,tamil nadu,tn06,volkswagen,polo,1,great,True,False,6
petrol,14298,659199,chennai,hatchback,manual,high line plus 1.0,chennai,tamil nadu,tn07,volkswagen,polo,1,great,True,False,2
petrol,41920,296399,chennai,hatchback,manual,vxi,chennai,tamil nadu,tn12,maruti,alto k10,1,great,True,False,7
petrol,35563,226999,chennai,hatchback,manual,gls,chennai,tamil nadu,tn07,hyundai,santro xing,2,good,True,False,12
petrol,52500,331799,chennai,hatchback,manual,1.2 s (o) mt ivtec,chennai,tamil nadu,tn01,honda,brio,1,great,True,False,9
petrol & lpg,51247,170899,chennai,hatchback,manual,lxi lpg,chennai,tamil nadu,tn01,maruti,wagon r duo,2,good,True,False,14
petrol,49631,405299,chennai,sedan,manual,s 1.2,chennai,tamil nadu,tn22,hyundai,xcent,1,great,True,False,7
petrol,45929,415299,chennai,hatchback,manual,vxi,chennai,tamil nadu,tn02,maruti,wagon r 1.0,1,great,True,False,6
petrol,25269,350999,chennai,hatchback,missing,rxl1.0 easy-r at,chennai,tamil nadu,tn46,renault,kwid,2,great,True,False,3
petrol,30781,534899,chennai,sedan,manual,comfortline 1.2,chennai,tamil nadu,tn06,volkswagen,ameo,1,great,True,False,5
petrol,35555,568099,chennai,hatchback,manual,1.2 s mt,chennai south,tamil nadu,tn07,honda,jazz,1,great,True,False,4
petrol,57621,254999,chennai,hatchback,manual,lxi,tiruppur,tamil nadu,tn47,maruti,alto,2,great,True,False,10
petrol,46980,224199,chennai,hatchback,manual,lxi,chennai south,tamil nadu,tn20,maruti,alto 800,3,great,True,False,9
petrol,29797,250899,chennai,hatchback,manual,vxi,chennai,tamil nadu,tn05,maruti,alto k10,1,good,True,False,9
petrol,53637,378399,chennai,sedan,manual,v,chennai,tamil nadu,tn10,toyota,etios,1,great,True,False,10
petrol,31977,338699,chennai,hatchback,manual,magna plus optional,chennai,tamil nadu,tn13,hyundai,eon,1,great,True,False,5
petrol,63028,347799,chennai,hatchback,manual,magna 1.1 irde2,chennai,tamil nadu,tn02,hyundai,i10,1,great,True,False,7
petrol,60959,465599,chennai,sedan,automatic,fluidic 1.6 sx vtvt opt at,chennai,tamil nadu,tn01,hyundai,verna,1,great,True,False,10
petrol,32155,686199,chennai,suv,manual,vxi,chennai,tamil nadu,tn11,maruti,ertiga,1,great,True,False,6
petrol,56335,403099,chennai,hatchback,manual,1.2 vx mt i vtec,chennai,tamil nadu,tn02,honda,brio,1,great,True,False,5
petrol,58747,283199,chennai,hatchback,manual,vxi bs iv,chennai,tamil nadu,tn18,maruti,ritz,1,great,True,False,10
diesel,19025,720399,chennai,suv,manual,t8,chennai,tamil nadu,tn03,mahindra,tuv300,1,great,True,False,5
petrol,20192,622199,chennai,sedan,manual,1.2 titanium petrol,chennai,tamil nadu,tn14,ford,figo aspire,1,great,True,False,3
petrol,68865,346499,chennai,hatchback,missing,rxl1.0 easy-r at,hosur,tamil nadu,tn70,renault,kwid,1,great,True,False,4
diesel,41753,535099,chennai,sedan,manual,vdi+ shvs,chennai,tamil nadu,tn09,maruti,ciaz,2,great,True,False,5
petrol,23096,644599,chennai,hatchback,automatic,zxi amt,chennai,tamil nadu,tn02,maruti,swift,1,great,True,False,3
petrol,8200,653699,chennai,sedan,manual,1.2 smt i vtec,sholinganallur,tamil nadu,tn14,honda,amaze,1,great,True,False,2
petrol,60795,310999,chennai,hatchback,manual,vxi,chennai,tamil nadu,tn10,maruti,wagon r 1.0,1,great,True,False,9
petrol,38778,538999,chennai,hatchback,manual,comfortline 1.2l petrol,chennai,tamil nadu,tn01,volkswagen,polo,1,great,True,False,4
petrol,25829,480199,chennai,hatchback,automatic,zxi opt amt,chennai,tamil nadu,tn85,maruti,celerio,1,great,True,False,3
petrol,64452,430099,chennai,hatchback,manual,highline1.2l petrol,chennai,tamil nadu,tn01,volkswagen,polo,1,great,True,False,8
petrol,43705,295099,chennai,hatchback,manual,magna plus,chennai,tamil nadu,tn02,hyundai,eon,1,great,True,False,7
petrol,57322,277499,chennai,hatchback,manual,era plus,sholinganallur,tamil nadu,tn11,hyundai,eon,1,good,True,False,8
petrol,43608,135299,chennai,hatchback,manual,xt twist,chennai,tamil nadu,tn13,tata,nano,2,good,True,False,7
petrol,46944,501299,chennai,hatchback,manual,1.2 sv mt,salem,tamil nadu,tn30,honda,jazz,1,great,True,False,5
petrol,20610,613599,chennai,missing,missing,titanium + 1.2 ti-vct,chennai,tamil nadu,tn09,ford,freestyle,1,great,True,False,3
petrol,40281,534699,chennai,hatchback,manual,vxi limited edition,chennai south,tamil nadu,tn07,maruti,swift,1,great,True,False,4
diesel,67338,374799,chennai,hatchback,manual,vdi,chennai,tamil nadu,tn10,maruti,swift,2,great,True,False,9
petrol,54326,315999,chennai,hatchback,automatic,sportz 1.2 at kappa2,chennai,tamil nadu,tn09,hyundai,i10,2,good,True,False,10
petrol,65228,215799,chennai,hatchback,manual,d lite plus,chennai,tamil nadu,tn20,hyundai,eon,2,great,True,False,9
petrol,41284,243399,chennai,hatchback,manual,magna 1.2,chennai,tamil nadu,tn22,hyundai,i10,2,good,True,False,11
petrol,27165,323299,chennai,hatchback,manual,1.2 exi duratec,chennai,tamil nadu,tn10,ford,figo,1,good,True,False,8
petrol,37282,571399,chennai,hatchback,manual,highline1.2l petrol,chennai,tamil nadu,tn01,volkswagen,polo,1,great,True,False,5
petrol,49350,383799,chennai,hatchback,automatic,vxi amt,chennai,tamil nadu,tn07,maruti,alto k10,3,great,True,False,5
petrol,67799,464999,chennai,sedan,automatic,fluidic 1.6 sx vtvt opt at,chennai,tamil nadu,tn21,hyundai,verna,2,great,True,False,8
petrol,57417,494799,chennai,hatchback,manual,highline1.2l petrol,chennai,tamil nadu,tn07,volkswagen,polo,2,great,True,False,6
petrol,36936,311799,chennai,hatchback,manual,d lite plus,chennai,tamil nadu,tn05,hyundai,eon,1,good,True,False,5
petrol,45297,492199,chennai,hatchback,manual,sportz 1.2,chennai,tamil nadu,tn14,hyundai,elite i20,2,great,True,False,7
petrol,71785,237399,chennai,hatchback,manual,era plus,chennai,tamil nadu,tn22,hyundai,eon,2,great,True,False,9
diesel,48742,460599,chennai,hatchback,manual,1.5 trend,chennai,tamil nadu,tn05,ford,new figo,1,great,True,False,5
petrol,39550,296199,chennai,hatchback,manual,era 1.1 irde,chennai,tamil nadu,tn07,hyundai,i10,1,good,True,False,11
petrol,66729,416499,chennai,hatchback,manual,vxi,chengalpattu,tamil nadu,tn19,maruti,swift,1,great,True,False,7
petrol,44193,518599,chennai,hatchback,manual,highline1.2l petrol,chennai,tamil nadu,tn09,volkswagen,polo,2,great,True,False,6
diesel,67474,428099,chennai,hatchback,manual,vdi,chennai,tamil nadu,tn02,maruti,swift,1,great,True,False,8
petrol,56386,363399,chennai,hatchback,manual,vxi,chennai west,tamil nadu,tn09,maruti,wagon r 1.0,1,great,True,False,6
petrol,42411,573399,chennai,hatchback,manual,delta 1.2 k12,chennai,tamil nadu,tn01,maruti,baleno,1,great,True,False,5
petrol,49180,160599,chennai,hatchback,manual,lxi,chennai,tamil nadu,tn09,maruti,alto,1,good,True,False,14
diesel,20478,770499,chennai,suv,manual,zeta 1.3,chennai,tamil nadu,tn06,maruti,s cross,1,great,True,False,4
petrol,44126,391199,chennai,hatchback,automatic,vxi amt,chennai,tamil nadu,tn14,maruti,wagon r 1.0,2,great,True,False,4
petrol,43686,272699,chennai,hatchback,manual,era plus,kanchipuram,tamil nadu,tn13,hyundai,eon,2,good,True,False,7
petrol,59398,402699,chennai,hatchback,automatic,vxi amt,ranipet,tamil nadu,tn19,maruti,celerio,2,great,True,False,6
petrol,59786,359799,chennai,hatchback,manual,vxi,chennai,tamil nadu,tn21,maruti,wagon r 1.0,2,great,True,False,6
diesel,49984,598599,chennai,hatchback,manual,highline1.5l diesel,sholinganallur,tamil nadu,tn14,volkswagen,polo,1,great,True,False,5
diesel,68873,451099,chennai,sedan,manual,vdi bs iv,chennai,tamil nadu,tn10,maruti,swift dzire,1,great,True,False,9
petrol,6240,637099,chennai,hatchback,manual,vxi,chennai,tamil nadu,tn12,maruti,swift,1,great,True,False,2
petrol,23791,423199,chennai,suv,manual,5 str with ac plushtr,chennai,tamil nadu,tn13,maruti,eeco,1,great,True,False,2
diesel,86881,764199,chennai,suv,manual,1.5titanium tdci,chengalpattu,tamil nadu,tn19,ford,ecosport,1,great,True,False,3
petrol,47186,576999,chennai,hatchback,manual,delta 1.2 k12,chennai,tamil nadu,tn13,maruti,baleno,2,great,True,False,4
diesel,63424,289599,chennai,hatchback,manual,dynamic 1.3,chennai,tamil nadu,tn11,fiat,grand punto,2,great,True,False,7
diesel,74931,338299,chennai,hatchback,manual,sportz o 1.4 crdi,chennai,tamil nadu,tn10,hyundai,i20,2,great,True,False,10
petrol,34144,388099,chennai,suv,manual,5 str with ac plushtr,chennai,tamil nadu,tn02,maruti,eeco,1,great,True,False,3
petrol,62813,345999,chennai,sedan,manual,xms rt,chennai,tamil nadu,tn02,tata,zest,1,great,True,False,7
petrol,67909,590299,chennai,suv,automatic,1.5 titanium ti vct at,chennai,tamil nadu,tn14,ford,ecosport,1,great,True,False,6
petrol,9850,697599,chennai,hatchback,missing,asta petrol,chennai,tamil nadu,tn13,hyundai,grand i10 nios,1,great,True,False,2
petrol,58193,587299,chennai,hatchback,manual,sportz 1.2,chennai,tamil nadu,tn05,hyundai,elite i20,1,great,True,False,4
petrol,16519,698799,chennai,hatchback,manual,1.2 v mt,chennai,tamil nadu,tn85,honda,jazz,1,great,True,False,2
petrol,50019,381699,chennai,hatchback,manual,trendline 1.2l petrol,chennai,tamil nadu,tn01,volkswagen,polo,2,good,True,False,9
petrol,51487,535399,chennai,hatchback,manual,vxi opt,chennai,tamil nadu,tn09,maruti,swift,1,great,True,False,5
diesel,45633,723799,chennai,suv,manual,1.5 i-dtec vx mt,madurai,tamil nadu,tn59,honda,wr-v,1,great,True,False,4
diesel,37958,887699,chennai,suv,manual,vdi shvs,chennai,tamil nadu,tn02,maruti,ertiga,1,great,True,False,4
petrol,76180,373899,chennai,hatchback,manual,magna 1.2 vtvt,chennai,tamil nadu,tn11,hyundai,grand i10,1,great,True,False,8
diesel,47876,1159680,chennai,suv,missing,1.6 sx crdi,chennai,tamil nadu,tn06,hyundai,creta,1,great,True,False,3
diesel,50239,1282496,chennai,luxury suv,missing,w10 fwd,chennai,tamil nadu,tn06,mahindra,xuv500,1,great,True,False,4
petrol,71005,248999,chennai,hatchback,manual,sportz 1.2,chennai south,tamil nadu,tn07,hyundai,i10,1,good,True,False,12
diesel,85672,420399,chennai,sedan,manual,vdi bs iv,chennai,tamil nadu,tn04,maruti,swift dzire,2,great,True,False,8
petrol,31567,491899,chennai,hatchback,manual,vxi,chennai,tamil nadu,tn05,maruti,celerio,1,great,True,False,2
petrol,61435,557399,chennai,hatchback,manual,delta 1.2 k12,salem,tamil nadu,tn54,maruti,baleno,1,great,True,False,5
petrol,69119,255299,chennai,hatchback,manual,era 1.1 irde,chennai,tamil nadu,tn07,hyundai,i10,1,great,True,False,11
petrol,38836,483299,chennai,sedan,manual,s 1.2,chennai,tamil nadu,tn12,hyundai,xcent,1,great,True,False,3
diesel,15074,928999,chennai,suv,manual,zdi plus shvs,kanchipuram,tamil nadu,tn21,maruti,ertiga,1,great,True,False,4
diesel,20045,774299,chennai,suv,manual,t6+,chennai,tamil nadu,tn11,mahindra,tuv300,1,great,True,False,3
diesel,55478,626999,chennai,sedan,manual,vdi,chennai,tamil nadu,tn12,maruti,dzire,1,great,True,False,4
diesel,62482,738199,chennai,suv,manual,zdi,chennai,tamil nadu,tn10,maruti,vitara brezza,1,great,True,False,5
petrol & lpg,90676,209099,chennai,hatchback,manual,gl plus lpg,chennai,tamil nadu,tn20,hyundai,santro xing,2,great,True,False,10
diesel,83373,453299,chennai,sedan,manual,1.5 sx mt i dtec,chennai,tamil nadu,tn14,honda,amaze,1,great,True,False,7
diesel,71339,400799,chennai,hatchback,manual,magna o 1.4 crdi,chengalpattu,tamil nadu,tn19,hyundai,i20,1,great,True,False,7
petrol,59361,569399,chennai,sedan,manual,zxi,chennai,tamil nadu,tn10,maruti,ciaz,2,great,True,False,6
diesel,69737,593599,chennai,hatchback,manual,asta 1.4 crdi,chennai,tamil nadu,tn10,hyundai,elite i20,1,great,True,False,6
petrol,53618,1838905,chennai,luxury suv,missing,200 cgi spotrs,chennai,tamil nadu,tn07,mercedes benz,gla class,1,great,True,False,5
petrol,77577,222199,chennai,hatchback,manual,1.2 zxi duratec,chennai,tamil nadu,tn10,ford,figo,3,good,True,False,11
petrol,110322,376499,chennai,hatchback,manual,asta at 1.2 kappa vtvt,chennai,tamil nadu,tn11,hyundai,grand i10,1,great,True,False,7
diesel,35831,720199,chennai,hatchback,automatic,zdi amt,chennai,tamil nadu,tn01,maruti,swift,1,great,True,False,3
petrol,23584,1830522,chennai,sedan,missing,zx cvt petrol,chennai,tamil nadu,tn13,honda,civic,1,great,True,False,2
petrol,62306,283899,chennai,hatchback,manual,d lite plus,chennai south,tamil nadu,tn07,hyundai,eon,1,good,True,False,8
petrol,68748,282299,chennai,hatchback,manual,vxi,chennai,tamil nadu,tn11,maruti,alto k10,1,great,True,False,8
petrol,60375,464599,chennai,hatchback,automatic,xl cvt (petrol),chennai,tamil nadu,tn06,nissan,micra,1,great,True,False,6
